,demand,photovoltaic,wind,ecars
tX6993,66028,651,1211,0.52579853
tX6994,66398,2104,1062,0.46012955
tX6995,67532,3827,895,0.3473308
tX6996,68566,5295,796,0.27697119
tX6997,67668,6364,754,0.33616261
tX6998,66827,6601,694,0.41255305
tX6999,65836,5516,710,0.46817065
tX7000,64603,3909,760,0.48157248
tX7001,62830,2147,787,0.57203484
tX7002,63052,657,794,0.75429975
tX7003,65167,36,857,0.92316283
tX7004,65979,0,870,1
tX7005,62049,0,726,0.9412553
tX7006,58365,0,670,0.76100067
tX7007,55183,0,633,0.58431986
tX7008,50350,0,549,0.47554166
tX7009,46378,0,500,0.34867099
tX7010,44117,0,520,0.19410319
tX7011,43326,0,564,0.10297074
tX7012,43929,0,563,0.04936341
tX7013,45512,0,560,0.02859057
tX7014,49132,0,669,0.02970739
tX7015,57270,0,766,0.11279875
tX7016,64133,88,828,0.27764128
tX7017,66226,837,874,0.52579853
tX7018,66598,2585,884,0.46012955
tX7019,67856,4417,836,0.3473308
tX7020,68644,5795,749,0.27697119
tX7021,67999,6445,838,0.33616261
tX7022,67314,5775,1054,0.41255305
tX7023,65991,4410,1247,0.46817065
tX7024,64798,3054,1302,0.48157248
tX7025,63669,1447,1448,0.57203484
tX7026,63345,314,1408,0.75429975
tX7027,65779,13,1700,0.92316283
tX7028,66297,0,1909,1
tX7029,62400,0,1902,0.9412553
tX7030,58719,0,1722,0.76100067
tX7031,55171,0,1654,0.58431986
tX7032,50618,0,1643,0.47554166
tX7033,46826,0,1657,0.34867099
tX7034,44637,0,1702,0.19410319
tX7035,43818,0,1840,0.10297074
tX7036,44307,0,1988,0.04936341
tX7037,46143,0,2067,0.02859057
tX7038,49434,0,2235,0.02970739
tX7039,57709,0,2711,0.11279875
tX7040,64269,116,3269,0.27764128
tX7041,66291,903,3646,0.52579853
tX7042,66558,2615,3867,0.46012955
tX7043,67533,4659,3831,0.3473308
tX7044,68401,6025,4106,0.27697119
tX7045,67189,7032,4692,0.33616261
tX7046,66543,7207,5390,0.41255305
tX7047,65361,6096,5743,0.46817065
tX7048,64737,4446,5925,0.48157248
tX7049,63248,2410,5908,0.57203484
tX7050,63413,602,5986,0.75429975
tX7051,66281,21,6507,0.92316283
tX7052,67238,0,7435,1
tX7053,63542,0,8310,0.9412553
tX7054,59488,0,8719,0.76100067
tX7055,56041,0,8706,0.58431986
tX7056,51261,0,8694,0.47554166
tX7057,47850,0,9136,0.34867099
tX7058,45604,0,9211,0.19410319
tX7059,44698,0,9131,0.10297074
tX7060,45466,0,9261,0.04936341
tX7061,46941,0,9526,0.02859057
tX7062,50911,0,10300,0.02970739
tX7063,59567,0,10630,0.11279875
tX7064,66209,80,10852,0.27764128
tX7065,67924,736,10869,0.52579853
tX7066,67497,2676,10356,0.46012955
tX7067,68021,4862,9939,0.3473308
tX7068,69128,6833,9832,0.27697119
tX7069,68914,6974,10047,0.33616261
tX7070,67988,5689,10371,0.41255305
tX7071,66706,4483,10546,0.46817065
tX7072,65713,2740,10953,0.48157248
tX7073,64386,1384,11240,0.57203484
tX7074,64958,287,11835,0.75429975
tX7075,67021,7,12131,0.92316283
tX7076,67769,0,12442,1
tX7077,64104,0,13010,0.9412553
tX7078,60153,0,12786,0.76100067
tX7079,56490,0,12358,0.58431986
tX7080,51853,0,11861,0.47554166
tX7081,47814,0,11261,0.34867099
tX7082,45573,0,11059,0.19410319
tX7083,44684,0,11271,0.10297074
tX7084,45304,0,10989,0.04936341
tX7085,46664,0,10580,0.02859057
tX7086,50167,0,10514,0.02970739
tX7087,58348,0,10267,0.11279875
tX7088,65063,85,9784,0.27764128
tX7089,66798,1169,9287,0.52579853
tX7090,66614,4019,8334,0.46012955
tX7091,60286,7646,7461,0.3473308
tX7092,59795,10478,7905,0.27697119
tX7093,61130,11557,9238,0.33616261
tX7094,62392,9982,9372,0.41255305
tX7095,64761,7941,8122,0.46817065
tX7096,62991,5644,6765,0.48157248
tX7097,61339,2900,5148,0.57203484
tX7098,61034,638,3857,0.75429975
tX7099,64158,21,3662,0.92316283
tX7100,64656,0,3874,1
tX7101,60405,0,4115,0.9412553
tX7102,56600,0,4022,0.76100067
tX7103,53456,0,3832,0.58431986
tX7104,49349,0,3666,0.47554166
tX7105,46151,0,3690,0.34867099
tX7106,43500,0,3896,0.19410319
tX7107,42047,0,4099,0.10297074
tX7108,42283,0,4414,0.04936341
tX7109,42482,0,4382,0.02859057
tX7110,42579,0,4377,0.02970739
tX7111,44202,0,4724,0.11279875
tX7112,47817,128,5042,0.27764128
tX7113,51478,1159,5253,0.52579853
tX7114,54331,3711,5254,0.46012955
tX7115,55916,7048,4798,0.3473308
tX7116,56822,10114,4448,0.27697119
tX7117,56234,11356,4630,0.33616261
tX7118,53836,11172,4895,0.41255305
tX7119,51911,9588,4752,0.46817065
tX7120,51241,7041,4671,0.48157248
tX7121,50895,3415,4756,0.57203484
tX7122,52045,521,5049,0.75429975
tX7123,55542,13,6597,0.92316283
tX7124,55814,0,7879,1
tX7125,52489,0,8662,0.9412553
tX7126,49683,0,9098,0.76100067
tX7127,48251,0,9261,0.58431986
tX7128,44878,0,8667,0.47554166
tX7129,41344,0,8211,0.34867099
tX7130,39038,0,7923,0.19410319
tX7131,37469,0,7407,0.10297074
tX7132,37242,0,6790,0.04936341
tX7133,37703,0,6647,0.02859057
tX7134,38431,0,6311,0.02970739
tX7135,38568,87,6426,0.11279875
tX7136,40536,770,6418,0.27764128
tX7137,43782,2427,6068,0.52579853
tX7138,47063,4474,5472,0.46012955
tX7139,49668,6313,5389,0.3473308
tX7140,51861,7264,5610,0.27697119
tX7141,51128,6828,5901,0.33616261
tX7142,48632,5819,5640,0.41255305
tX7143,47563,3939,4700,0.46817065
tX7144,46585,1994,3371,0.48157248
tX7145,47835,425,2351,0.57203484
tX7146,51192,19,2088,0.75429975
tX7147,53384,0,1882,0.92316283
tX7148,52882,0,1834,1
tX7149,50645,0,1866,0.9412553
tX7150,48674,0,1960,0.76100067
tX7151,47092,0,1994,0.58431986
tX7152,43962,0,1930,0.47554166
tX7153,41558,0,2011,0.34867099
tX7154,40042,0,2220,0.19410319
tX7155,39645,0,2470,0.10297074
tX7156,35791,0,2872,0.04936341
tX7157,42819,0,3456,0.02859057
tX7158,47529,0,4155,0.02970739
tX7159,57185,117,4735,0.11279875
tX7160,62840,1259,5385,0.27764128
tX7161,65223,4072,5405,0.52579853
tX7162,65772,7678,4521,0.46012955
tX7163,66568,10942,3826,0.3473308
tX7164,67216,13059,3881,0.27697119
tX7165,66438,13500,3943,0.33616261
tX7166,65353,12250,3985,0.41255305
tX7167,64114,9147,3973,0.46817065
tX7168,63459,4656,4107,0.48157248
tX7169,62627,938,4907,0.57203484
tX7170,66686,19,7431,0.75429975
tX7171,68644,0,9677,0.92316283
tX7172,67052,0,10603,1
tX7173,62724,0,10757,0.9412553
tX7174,58746,0,10588,0.76100067
tX7175,55632,0,10315,0.58431986
tX7176,50894,0,9733,0.47554166
tX7177,47570,0,9107,0.34867099
tX7178,45983,0,8601,0.19410319
tX7179,44883,0,8288,0.10297074
tX7180,45754,0,8224,0.04936341
tX7181,47501,0,8089,0.02859057
tX7182,51475,0,7745,0.02970739
tX7183,59332,106,7469,0.11279875
tX7184,64828,1106,7009,0.27764128
tX7185,66589,3800,5624,0.52579853
tX7186,66800,6963,3770,0.46012955
tX7187,67584,9427,2867,0.3473308
tX7188,68498,10833,2850,0.27697119
tX7189,67534,10972,3113,0.33616261
tX7190,66797,9868,3707,0.41255305
tX7191,65711,7207,4193,0.46817065
tX7192,64759,3507,4499,0.48157248
tX7193,64127,624,5565,0.57203484
tX7194,68133,17,7534,0.75429975
tX7195,69506,0,9190,0.92316283
tX7196,67691,0,9887,1
tX7197,63433,0,9678,0.9412553
tX7198,59720,0,9376,0.76100067
tX7199,56133,0,8837,0.58431986
tX7200,50933,0,8420,0.47554166
tX7201,47569,0,8147,0.34867099
tX7202,45497,0,7934,0.19410319
tX7203,44662,0,8023,0.10297074
tX7204,45480,0,8236,0.04936341
tX7205,47501,0,8557,0.02859057
tX7206,51163,0,8716,0.02970739
tX7207,59347,73,8804,0.11279875
tX7208,64799,901,8900,0.27764128
tX7209,66670,2662,8169,0.52579853
tX7210,67292,5146,7227,0.46012955
tX7211,68535,7259,6355,0.3473308
tX7212,69730,8548,5726,0.27697119
tX7213,68541,8715,5298,0.33616261
tX7214,67503,8070,5435,0.41255305
tX7215,66531,5842,5834,0.46817065
tX7216,65927,2824,5974,0.48157248
tX7217,65496,518,6166,0.57203484
tX7218,69308,12,6778,0.75429975
tX7219,70235,0,6963,0.92316283
tX7220,67968,0,6781,1
tX7221,63671,0,6394,0.9412553
tX7222,59837,0,5922,0.76100067
tX7223,56220,0,5241,0.58431986
tX7224,51546,0,4647,0.47554166
tX7225,47617,0,4275,0.34867099
tX7226,45385,0,3812,0.19410319
tX7227,44315,0,3314,0.10297074
tX7228,44865,0,3033,0.04936341
tX7229,46687,0,2760,0.02859057
tX7230,50460,0,2498,0.02970739
tX7231,58602,35,2100,0.11279875
tX7232,63847,478,1759,0.27764128
tX7233,66448,1811,1521,0.52579853
tX7234,66725,3497,1047,0.46012955
tX7235,67565,4893,825,0.3473308
tX7236,68565,5533,778,0.27697119
tX7237,67545,5262,646,0.33616261
tX7238,66910,4395,484,0.41255305
tX7239,66113,2928,445,0.46817065
tX7240,65326,1255,375,0.48157248
tX7241,64724,200,332,0.57203484
tX7242,68227,7,331,0.75429975
tX7243,68448,0,450,0.92316283
tX7244,66775,0,605,1
tX7245,62749,0,718,0.9412553
tX7246,58944,0,799,0.76100067
tX7247,55443,0,818,0.58431986
tX7248,50430,0,781,0.47554166
tX7249,46997,0,712,0.34867099
tX7250,44736,0,845,0.19410319
tX7251,43590,0,1096,0.10297074
tX7252,44303,0,1335,0.04936341
tX7253,46037,0,1655,0.02859057
tX7254,49810,0,2065,0.02970739
tX7255,58169,68,2375,0.11279875
tX7256,63812,568,2763,0.27764128
tX7257,66736,2038,3072,0.52579853
tX7258,67362,3734,2915,0.46012955
tX7259,68323,5067,2471,0.3473308
tX7260,68720,5957,2282,0.27697119
tX7261,67305,6118,2079,0.33616261
tX7262,65733,5393,2082,0.41255305
tX7263,63985,3703,2011,0.46817065
tX7264,63329,1683,2488,0.48157248
tX7265,62955,278,3843,0.57203484
tX7266,66911,24,5240,0.75429975
tX7267,67113,0,6225,0.92316283
tX7268,64936,0,7106,1
tX7269,60499,0,7564,0.9412553
tX7270,56727,0,7802,0.76100067
tX7271,53679,0,7466,0.58431986
tX7272,49340,0,7215,0.47554166
tX7273,45675,0,7114,0.34867099
tX7274,43387,0,7167,0.19410319
tX7275,42099,0,7239,0.10297074
tX7276,42038,0,7496,0.04936341
tX7277,42637,0,8047,0.02859057
tX7278,43025,0,8539,0.02970739
tX7279,44149,66,9014,0.11279875
tX7280,47629,807,9469,0.27764128
tX7281,51234,3319,9337,0.52579853
tX7282,54249,6745,8386,0.46012955
tX7283,55624,10252,7472,0.3473308
tX7284,56275,12465,6651,0.27697119
tX7285,54896,13231,5758,0.33616261
tX7286,52671,11891,4921,0.41255305
tX7287,51003,8546,4525,0.46817065
tX7288,50264,4037,5044,0.48157248
tX7289,50629,648,6655,0.57203484
tX7290,55823,8,8994,0.75429975
tX7291,57532,0,10478,0.92316283
tX7292,55178,0,10367,1
tX7293,51536,0,9626,0.9412553
tX7294,48921,0,8823,0.76100067
tX7295,47465,0,8379,0.58431986
tX7296,44334,0,7890,0.47554166
tX7297,41081,0,7699,0.34867099
tX7298,38915,0,7413,0.19410319
tX7299,37926,0,7118,0.10297074
tX7300,37816,0,6781,0.04936341
tX7301,38281,0,6142,0.02859057
tX7302,38100,0,5294,0.02970739
tX7303,37842,71,4924,0.11279875
tX7304,39608,1305,4885,0.27764128
tX7305,43131,5290,4335,0.52579853
tX7306,46235,9761,3063,0.46012955
tX7307,46847,12798,1801,0.3473308
tX7308,43903,14605,1276,0.27697119
tX7309,42961,14763,1092,0.33616261
tX7310,41641,13073,977,0.41255305
tX7311,41460,9673,910,0.46817065
tX7312,42908,4838,895,0.48157248
tX7313,45836,881,1105,0.57203484
tX7314,51910,18,1520,0.75429975
tX7315,54235,0,1987,0.92316283
tX7316,52663,0,2276,1
tX7317,49843,0,2780,0.9412553
tX7318,47686,0,3247,0.76100067
tX7319,46873,0,3136,0.58431986
tX7320,43633,0,2726,0.47554166
tX7321,41097,0,2224,0.34867099
tX7322,39509,0,2128,0.19410319
tX7323,39072,0,1988,0.10297074
tX7324,40169,0,1902,0.04936341
tX7325,42496,0,1698,0.02859057
tX7326,47513,0,1689,0.02970739
tX7327,56711,72,1725,0.11279875
tX7328,62431,1087,1758,0.27764128
tX7329,64648,5171,1676,0.52579853
tX7330,65256,9352,1364,0.46012955
tX7331,66375,12356,781,0.3473308
tX7332,67051,13825,518,0.27697119
tX7333,66291,13876,335,0.33616261
tX7334,66011,12058,222,0.41255305
tX7335,65366,8554,202,0.46817065
tX7336,64619,3976,325,0.48157248
tX7337,64376,592,610,0.57203484
tX7338,68685,3,1066,0.75429975
tX7339,69575,0,1539,0.92316283
tX7340,67539,0,2080,1
tX7341,63496,0,2531,0.9412553
tX7342,59502,0,2662,0.76100067
tX7343,55886,0,2609,0.58431986
tX7344,50895,0,2603,0.47554166
tX7345,47512,0,2489,0.34867099
tX7346,45552,0,2306,0.19410319
tX7347,44817,0,2092,0.10297074
tX7348,45451,0,1900,0.04936341
tX7349,47209,0,1661,0.02859057
tX7350,50779,0,1599,0.02970739
tX7351,59444,81,1642,0.11279875
tX7352,65399,1208,1681,0.27764128
tX7353,67195,4985,1645,0.52579853
tX7354,67042,9722,1317,0.46012955
tX7355,68448,12802,827,0.3473308
tX7356,69219,14113,479,0.27697119
tX7357,67989,13724,312,0.33616261
tX7358,67004,11463,219,0.41255305
tX7359,65533,7702,151,0.46817065
tX7360,65115,3291,161,0.48157248
tX7361,65322,376,292,0.57203484
tX7362,69576,3,456,0.75429975
tX7363,69759,0,651,0.92316283
tX7364,67983,0,806,1
tX7365,63678,0,860,0.9412553
tX7366,59593,0,1158,0.76100067
tX7367,56063,0,1496,0.58431986
tX7368,51287,0,1867,0.47554166
tX7369,47901,0,2087,0.34867099
tX7370,46129,0,2598,0.19410319
tX7371,45276,0,2882,0.10297074
tX7372,45856,0,3263,0.04936341
tX7373,47668,0,3417,0.02859057
tX7374,51631,0,3777,0.02970739
tX7375,60035,51,4220,0.11279875
tX7376,65680,791,4011,0.27764128
tX7377,67101,3153,3983,0.52579853
tX7378,66676,6456,3559,0.46012955
tX7379,67171,9526,2717,0.3473308
tX7380,68554,11671,2260,0.27697119
tX7381,68395,11417,2044,0.33616261
tX7382,67178,9053,1837,0.41255305
tX7383,65833,5586,1951,0.46817065
tX7384,65061,2355,2284,0.48157248
tX7385,65188,332,3312,0.57203484
tX7386,69498,3,4432,0.75429975
tX7387,69717,0,5150,0.92316283
tX7388,67831,0,5522,1
tX7389,63563,0,5346,0.9412553
tX7390,59239,0,5101,0.76100067
tX7391,55776,0,4887,0.58431986
tX7392,49855,0,4939,0.47554166
tX7393,46885,0,4714,0.34867099
tX7394,45232,0,4330,0.19410319
tX7395,44136,0,4235,0.10297074
tX7396,44634,0,4298,0.04936341
tX7397,46384,0,4017,0.02859057
tX7398,50328,0,3892,0.02970739
tX7399,59013,65,3948,0.11279875
tX7400,64803,709,3671,0.27764128
tX7401,66429,3018,3581,0.52579853
tX7402,65763,6804,3084,0.46012955
tX7403,67044,10805,2596,0.3473308
tX7404,68535,12672,2421,0.27697119
tX7405,67674,12469,2298,0.33616261
tX7406,66794,10430,2151,0.41255305
tX7407,65351,7087,1957,0.46817065
tX7408,64581,3106,1979,0.48157248
tX7409,64763,342,2693,0.57203484
tX7410,69221,3,3891,0.75429975
tX7411,69363,0,5222,0.92316283
tX7412,67302,0,6468,1
tX7413,63370,0,6984,0.9412553
tX7414,59368,0,7556,0.76100067
tX7415,55876,0,7917,0.58431986
tX7416,51142,0,7884,0.47554166
tX7417,47606,0,7635,0.34867099
tX7418,45612,0,7269,0.19410319
tX7419,44751,0,6934,0.10297074
tX7420,45325,0,7288,0.04936341
tX7421,46787,0,7422,0.02859057
tX7422,50287,0,8115,0.02970739
tX7423,58954,21,8542,0.11279875
tX7424,64635,313,8917,0.27764128
tX7425,66405,1712,8863,0.52579853
tX7426,66825,4335,8212,0.46012955
tX7427,68665,6549,7562,0.3473308
tX7428,69570,7585,7231,0.27697119
tX7429,68316,7631,7014,0.33616261
tX7430,66686,6627,6746,0.41255305
tX7431,65140,4064,6815,0.46817065
tX7432,64162,1399,7220,0.48157248
tX7433,64534,124,7451,0.57203484
tX7434,68497,2,8190,0.75429975
tX7435,67571,0,9114,0.92316283
tX7436,65356,0,10381,1
tX7437,61389,0,11679,0.9412553
tX7438,57396,0,12855,0.76100067
tX7439,54666,0,13971,0.58431986
tX7440,50390,0,14880,0.47554166
tX7441,46854,0,15037,0.34867099
tX7442,44475,0,14942,0.19410319
tX7443,43233,0,14530,0.10297074
tX7444,42898,0,13988,0.04936341
tX7445,43220,0,12652,0.02859057
tX7446,43713,0,11450,0.02970739
tX7447,45825,11,10380,0.11279875
tX7448,48933,180,9727,0.27764128
tX7449,52997,1043,8709,0.52579853
tX7450,55924,2516,7875,0.46012955
tX7451,57706,4146,7449,0.3473308
tX7452,58328,5631,8114,0.27697119
tX7453,58275,5568,8889,0.33616261
tX7454,56314,4839,9387,0.41255305
tX7455,54880,3239,10224,0.46817065
tX7456,54725,1415,11209,0.48157248
tX7457,56011,175,12646,0.57203484
tX7458,59874,2,15015,0.75429975
tX7459,59972,0,17761,0.92316283
tX7460,57278,0,20304,1
tX7461,53006,0,22847,0.9412553
tX7462,50146,0,24842,0.76100067
tX7463,48953,0,25755,0.58431986
tX7464,45404,0,25878,0.47554166
tX7465,42545,0,25744,0.34867099
tX7466,40485,0,25549,0.19410319
tX7467,39464,0,24683,0.10297074
tX7468,39047,0,22917,0.04936341
tX7469,39285,0,20763,0.02859057
tX7470,39417,0,18608,0.02970739
tX7471,39958,31,16501,0.11279875
tX7472,41409,643,13216,0.27764128
tX7473,44521,3526,10692,0.52579853
tX7474,47647,7930,8801,0.46012955
tX7475,50181,11206,7657,0.3473308
tX7476,52406,12947,6731,0.27697119
tX7477,51141,12411,5526,0.33616261
tX7478,48935,10257,4777,0.41255305
tX7479,47579,6433,4294,0.46817065
tX7480,47275,2496,3760,0.48157248
tX7481,48738,266,4896,0.57203484
tX7482,54534,1,7572,0.75429975
tX7483,56399,0,10192,0.92316283
tX7484,54890,0,12620,1
tX7485,52425,0,14480,0.9412553
tX7486,50345,0,16438,0.76100067
tX7487,49834,0,17842,0.58431986
tX7488,45936,0,18758,0.47554166
tX7489,43115,0,19774,0.34867099
tX7490,41494,0,20803,0.19410319
tX7491,41063,0,21153,0.10297074
tX7492,41428,0,21056,0.04936341
tX7493,43819,0,21374,0.02859057
tX7494,48954,0,21797,0.02970739
tX7495,59213,24,21499,0.11279875
tX7496,65562,463,20185,0.27764128
tX7497,68062,1878,19669,0.52579853
tX7498,68528,4032,20412,0.46012955
tX7499,69735,6039,22630,0.3473308
tX7500,71553,6318,24090,0.27697119
tX7501,71686,5996,25351,0.33616261
tX7502,71458,4767,25330,0.41255305
tX7503,69531,2912,25408,0.46817065
tX7504,68508,965,24971,0.48157248
tX7505,66526,137,24490,0.57203484
tX7506,69711,3,25414,0.75429975
tX7507,71334,0,26360,0.92316283
tX7508,69348,0,27504,1
tX7509,65416,0,28287,0.9412553
tX7510,61464,0,28111,0.76100067
tX7511,57774,0,27527,0.58431986
tX7512,52576,0,27706,0.47554166
tX7513,49136,0,27524,0.34867099
tX7514,47492,0,27767,0.19410319
tX7515,46633,0,28095,0.10297074
tX7516,47163,0,28237,0.04936341
tX7517,49224,0,28157,0.02859057
tX7518,53373,0,28139,0.02970739
tX7519,62265,30,28704,0.11279875
tX7520,68903,344,27892,0.27764128
tX7521,70363,1935,26470,0.52579853
tX7522,70128,4230,25515,0.46012955
tX7523,71272,5817,25090,0.3473308
tX7524,72530,6182,24746,0.27697119
tX7525,71605,5861,24468,0.33616261
tX7526,71098,4795,24557,0.41255305
tX7527,70534,3099,23964,0.46817065
tX7528,69350,1213,23398,0.48157248
tX7529,69297,125,22413,0.57203484
tX7530,72572,4,21852,0.75429975
tX7531,72133,0,21430,0.92316283
tX7532,70208,0,21752,1
tX7533,66332,0,21721,0.9412553
tX7534,62041,0,20956,0.76100067
tX7535,57546,0,20460,0.58431986
tX7536,52623,0,20559,0.47554166
tX7537,49268,0,20393,0.34867099
tX7538,47403,0,20245,0.19410319
tX7539,46355,0,19737,0.10297074
tX7540,46849,0,18990,0.04936341
tX7541,48399,0,18415,0.02859057
tX7542,50682,0,17698,0.02970739
tX7543,61568,31,17251,0.11279875
tX7544,67328,497,16536,0.27764128
tX7545,68786,2007,15840,0.52579853
tX7546,69565,4383,15442,0.46012955
tX7547,70998,6390,15342,0.3473308
tX7548,71909,7706,15421,0.27697119
tX7549,71326,8108,15547,0.33616261
tX7550,70835,7563,15391,0.41255305
tX7551,69596,5484,15069,0.46817065
tX7552,68334,2355,14783,0.48157248
tX7553,68469,237,14492,0.57203484
tX7554,71690,0,14240,0.75429975
tX7555,71150,0,14725,0.92316283
tX7556,69694,0,15150,1
tX7557,65722,0,15265,0.9412553
tX7558,61650,0,15049,0.76100067
tX7559,57854,0,14699,0.58431986
tX7560,52897,0,14753,0.47554166
tX7561,49501,0,14892,0.34867099
tX7562,47832,0,15303,0.19410319
tX7563,47103,0,15625,0.10297074
tX7564,47462,0,15656,0.04936341
tX7565,49051,0,15944,0.02859057
tX7566,52948,0,15588,0.02970739
tX7567,61828,19,15038,0.11279875
tX7568,67892,403,15042,0.27764128
tX7569,69223,2007,14333,0.52579853
tX7570,69534,4629,13900,0.46012955
tX7571,70914,7135,14186,0.3473308
tX7572,71734,8779,13852,0.27697119
tX7573,71133,9057,12763,0.33616261
tX7574,70493,7661,10814,0.41255305
tX7575,68237,5078,8557,0.46817065
tX7576,67091,2076,6796,0.48157248
tX7577,67093,230,6111,0.57203484
tX7578,71080,0,6755,0.75429975
tX7579,71034,0,7688,0.92316283
tX7580,69156,0,8719,1
tX7581,65132,0,9480,0.9412553
tX7582,61575,0,10073,0.76100067
tX7583,58131,0,10358,0.58431986
tX7584,53271,0,10567,0.47554166
tX7585,49630,0,10479,0.34867099
tX7586,47498,0,11134,0.19410319
tX7587,46498,0,11710,0.10297074
tX7588,46976,0,12271,0.04936341
tX7589,48281,0,13493,0.02859057
tX7590,52334,0,15026,0.02970739
tX7591,61615,20,15921,0.11279875
tX7592,68011,358,17074,0.27764128
tX7593,67205,2110,18126,0.52579853
tX7594,69583,4442,19402,0.46012955
tX7595,72670,6562,19609,0.3473308
tX7596,73738,7404,20156,0.27697119
tX7597,72539,6834,20419,0.33616261
tX7598,70630,5082,20452,0.41255305
tX7599,68770,2837,19903,0.46817065
tX7600,67768,898,18349,0.48157248
tX7601,68080,67,18780,0.57203484
tX7602,71320,0,20087,0.75429975
tX7603,69787,0,21952,0.92316283
tX7604,67622,0,23521,1
tX7605,62900,0,24748,0.9412553
tX7606,59502,0,25473,0.76100067
tX7607,56593,0,26643,0.58431986
tX7608,52860,0,27498,0.47554166
tX7609,49892,0,27089,0.34867099
tX7610,47149,0,26305,0.19410319
tX7611,46328,0,26606,0.10297074
tX7612,46499,0,26654,0.04936341
tX7613,46815,0,27142,0.02859057
tX7614,47082,0,27541,0.02970739
tX7615,48574,19,28079,0.11279875
tX7616,51946,436,27982,0.27764128
tX7617,54894,2640,27468,0.52579853
tX7618,57907,6011,27288,0.46012955
tX7619,60162,7779,27802,0.3473308
tX7620,61161,7615,27773,0.27697119
tX7621,60669,7181,27003,0.33616261
tX7622,58984,5446,25753,0.41255305
tX7623,57240,3088,24146,0.46817065
tX7624,56401,1085,22332,0.48157248
tX7625,57728,76,20413,0.57203484
tX7626,60500,0,19890,0.75429975
tX7627,59962,0,20012,0.92316283
tX7628,57831,0,20435,1
tX7629,54524,0,20384,0.9412553
tX7630,52079,0,19969,0.76100067
tX7631,50410,0,18947,0.58431986
tX7632,46903,0,18153,0.47554166
tX7633,43815,0,17725,0.34867099
tX7634,41485,0,17584,0.19410319
tX7635,40483,0,17679,0.10297074
tX7636,40330,0,18457,0.04936341
tX7637,40912,0,19391,0.02859057
tX7638,41197,0,21152,0.02970739
tX7639,41590,9,22834,0.11279875
tX7640,43607,180,23528,0.27764128
tX7641,47177,630,24531,0.52579853
tX7642,51172,1477,25709,0.46012955
tX7643,54202,2532,26232,0.3473308
tX7644,57090,3391,26898,0.27697119
tX7645,56646,4186,27269,0.33616261
tX7646,54354,4139,26832,0.41255305
tX7647,52545,3153,26321,0.46817065
tX7648,52229,1409,25448,0.48157248
tX7649,53753,156,24159,0.57203484
tX7650,57707,0,22676,0.75429975
tX7651,58521,0,21732,0.92316283
tX7652,56883,0,20650,1
tX7653,54176,0,19945,0.9412553
tX7654,51769,0,19087,0.76100067
tX7655,51254,0,17778,0.58431986
tX7656,47576,0,17410,0.47554166
tX7657,44507,0,17449,0.34867099
tX7658,42898,0,17596,0.19410319
tX7659,42561,0,17705,0.10297074
tX7660,43023,0,18275,0.04936341
tX7661,45669,0,18366,0.02859057
tX7662,50468,0,18489,0.02970739
tX7663,60043,14,18759,0.11279875
tX7664,66914,446,19134,0.27764128
tX7665,69498,2587,18989,0.52579853
tX7666,70121,5313,19137,0.46012955
tX7667,70846,7435,19363,0.3473308
tX7668,72653,8639,19453,0.27697119
tX7669,72071,8348,18954,0.33616261
tX7670,71095,6815,18789,0.41255305
tX7671,70140,4369,18428,0.46817065
tX7672,69340,1675,17887,0.48157248
tX7673,69774,133,17711,0.57203484
tX7674,72058,0,17840,0.75429975
tX7675,71225,0,18173,0.92316283
tX7676,69228,0,18130,1
tX7677,64952,0,17671,0.9412553
tX7678,61117,0,17009,0.76100067
tX7679,57910,0,16291,0.58431986
tX7680,52862,0,15911,0.47554166
tX7681,48962,0,15806,0.34867099
tX7682,47072,0,15976,0.19410319
tX7683,46468,0,16354,0.10297074
tX7684,46961,0,16219,0.04936341
tX7685,48874,0,15799,0.02859057
tX7686,52069,0,15837,0.02970739
tX7687,61082,4,16526,0.11279875
tX7688,67501,113,17168,0.27764128
tX7689,69464,616,17356,0.52579853
tX7690,70050,1490,17866,0.46012955
tX7691,71125,2316,18202,0.3473308
tX7692,72483,2907,18173,0.27697119
tX7693,72184,3091,18792,0.33616261
tX7694,71926,2624,18742,0.41255305
tX7695,70630,1594,19022,0.46817065
tX7696,70594,452,18875,0.48157248
tX7697,70456,46,19425,0.57203484
tX7698,73021,0,21176,0.75429975
tX7699,72357,0,22022,0.92316283
tX7700,70349,0,24290,1
tX7701,66691,0,26405,0.9412553
tX7702,63075,0,28375,0.76100067
tX7703,60251,0,29606,0.58431986
tX7704,55727,0,30691,0.47554166
tX7705,51473,0,30688,0.34867099
tX7706,49741,0,31399,0.19410319
tX7707,48983,0,31469,0.10297074
tX7708,49532,0,31727,0.04936341
tX7709,51167,0,31855,0.02859057
tX7710,54833,0,32093,0.02970739
tX7711,63132,10,32528,0.11279875
tX7712,69323,370,31642,0.27764128
tX7713,71152,1713,30715,0.52579853
tX7714,71120,3822,29473,0.46012955
tX7715,72197,6209,29197,0.3473308
tX7716,73541,7867,28913,0.27697119
tX7717,72467,8303,28727,0.33616261
tX7718,71582,7314,28154,0.41255305
tX7719,69816,4937,26178,0.46817065
tX7720,68753,1975,24227,0.48157248
tX7721,68630,182,22031,0.57203484
tX7722,71759,0,22195,0.75429975
tX7723,71250,0,24274,0.92316283
tX7724,70025,0,26796,1
